Subject,Year,URL,Understanding of the learning area,Description/Achievement,Content description,Page count WRT PDF's,Count of pages(330 words per page)
Korean F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,343,17624,57,64
Korean F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,358,18365,57,67
Korean F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,358,18365,57,67
Korean F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,16173,52,60
Korean F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,16173,52,60
Korean F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,12954,45,50
Korean F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,12954,45,50
Korean 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,306,15720,51,59
Korean 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,306,15720,51,59
Korean 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,14494,49,55
Korean 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/korean-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,14494,49,55
Latin 7-10,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/latin-7-10/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,276,23477,68,82
Latin 7-10,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/latin-7-10/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,276,23477,68,82
Latin 7-10,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/latin-7-10/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,279,19802,61,71
Latin 7-10,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/latin-7-10/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,279,19802,61,71
Modern Greek F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,197,7156,29,32
Modern Greek F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,333,19233,57,69
Modern Greek F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,333,19233,57,69
Modern Greek F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,20609,59,73
Modern Greek F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,329,20609,59,73
Modern Greek F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,26428,71,91
Modern Greek F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,26859,72,92
Modern Greek F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,298,18397,53,67
Modern Greek F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,298,18397,53,67
Modern Greek F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,17624,51,64
Modern Greek F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,17624,51,64
Modern Greek 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,20408,58,73
Modern Greek 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,20408,58,73
Modern Greek 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,19333,56,70
Modern Greek 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/modern-greek-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,19333,56,70
Spanish F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,200,5935,26,29
Spanish F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,21613,64,77
Spanish F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,336,21613,64,77
Spanish F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,18849,56,68
Spanish F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,328,18849,56,68
Spanish F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,27538,75,94
Spanish F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,27538,75,94
Spanish F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,18980,55,68
Spanish F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,299,19382,56,70
Spanish F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,16819,52,62
Spanish F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,342,16819,52,62
Spanish 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,21350,61,76
Spanish 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,292,21350,61,76
Spanish 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,18696,56,68
Spanish 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/spanish-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,314,18696,56,68
Turkish F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,259,6444,28,30
Turkish F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,371,20937,62,75
Turkish F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,371,21463,63,76
Turkish F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,397,23042,67,81
Turkish F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,397,23042,67,81
Turkish F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,356,29077,80,99
Turkish F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,356,29077,80,99
Turkish F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,25029,71,87
Turkish F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,337,25029,71,87
Turkish F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,381,9521,34,40
Turkish F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,381,9521,34,40
Turkish 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,365,29709,82,101
Turkish 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,365,29709,82,101
Turkish 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,355,23325,68,82
Turkish 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/turkish-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,355,23325,68,82
Vietnamese F-10 Sequence,Foundation Year,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/foundation-year?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,254,6080,26,29
Vietnamese F-10 Sequence,Year 1,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-1?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,371,20973,62,75
Vietnamese F-10 Sequence,Year 2,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-2?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,371,20973,62,75
Vietnamese F-10 Sequence,Year 3,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-3?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,398,24749,69,86
Vietnamese F-10 Sequence,Year 4,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-4?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,398,24749,69,86
Vietnamese F-10 Sequence,Year 5,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-5?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,355,27603,75,95
Vietnamese F-10 Sequence,Year 6,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-6?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,355,27603,75,95
Vietnamese F-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,340,24854,68,86
Vietnamese F-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,340,24854,68,86
Vietnamese F-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,381,22163,61,78
Vietnamese F-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-f-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,381,22163,61,78
Vietnamese 7-10 Sequence,Year 7,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-7-10-sequence/year-7?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,373,24883,68,87
Vietnamese 7-10 Sequence,Year 8,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-7-10-sequence/year-8?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,373,24883,68,87
Vietnamese 7-10 Sequence,Year 9,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-7-10-sequence/year-9?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,358,21909,62,77
Vietnamese 7-10 Sequence,Year 10,https://v9.australiancurriculum.edu.au/f-10-curriculum/learning-areas/vietnamese-7-10-sequence/year-10?view=quick&detailed-content-descriptions=0&hide-ccp=0&hide-gc=0&side-by-side=1&strands-start-index=0,3469,358,21909,62,77
